pitcher_id,pitcher_name,pitcher_hand,count_balls,count_strikes,outs,pitch_number,pitch_type,pitch_result,pitch_result_subcat,atbat_result,speed_start,speed_end,movement_horizontal,movement_vertical,pitch_spin_rate,pitch_location_x,pitch_location_y,break_sharpness,break_amount,break_location,nasty,batter_id,batter_name,batter_stance,score_pitcher,score_batter,atbat_id,inning,inning_top,on_1b,on_2b,on_3b,game_id,home_team,away_team,stadium,pitch_location_category,previous_pitch_type,previous_pitch_location
593372,Carlos Martinez,R,0,0,1,1,Two-Seamer,Ball,Ball,Single,91.2,83.5,7.48,9.94,2423.853,-1.6,1.98,-33,4.3,23.8,40,518792,Jason Heyward,L,0,0,2016015415,1,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,left,none,none
593372,Carlos Martinez,R,1,0,1,2,Four-Seamer,Ball,Ball,Single,90.8,83.1,5.24,10.55,2284.681,-0.01,1.2,-25.1,3.9,23.8,21,518792,Jason Heyward,L,0,0,2016015415,1,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,low,Two-Seamer,left
593372,Carlos Martinez,R,2,0,1,3,Four-Seamer,Ball,Ball,Single,91.1,83.8,5.33,11.02,2400.114,1.21,1.52,-30.2,3.7,23.8,67,518792,Jason Heyward,L,0,0,2016015415,1,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,low and right,Four-Seamer,low
593372,Carlos Martinez,R,3,0,1,4,Four-Seamer,Ball,Ball,Single,90.6,83.7,4.04,8.38,1825.515,0.99,2.59,-18.2,4.3,23.8,52,518792,Jason Heyward,L,0,0,2016015415,1,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,middle right,Four-Seamer,low and right
593372,Carlos Martinez,R,0,0,1,1,Slider,Swinging Strike,Foul Ball,Flyout,86.3,79.4,4.01,0.36,740.567,0.51,1.73,-12,8.5,23.8,76,518792,Jason Heyward,L,4,0,2016015434,3,TRUE,FALSE,TRUE,FALSE,201600206,sln,chn,Busch Stadium,bottom right,none,none
593372,Carlos Martinez,R,0,1,1,2,Four-Seamer,"In Play, Out","In Play, Out",Flyout,91.6,84.9,-3.11,11.29,2331.577,1.19,2.57,19.3,3,23.8,46,518792,Jason Heyward,L,4,0,2016015434,3,TRUE,FALSE,TRUE,FALSE,201600206,sln,chn,Busch Stadium,right,Slider,bottom right
593372,Carlos Martinez,R,0,0,1,1,Four-Seamer,Swinging Strike,Swinging Strike,Flyout,90,83.4,4.65,8.73,1937.552,-0.44,4.19,-20.7,4.1,23.8,50,518792,Jason Heyward,L,4,0,2016015451,5,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,high,none,none
593372,Carlos Martinez,R,0,1,1,2,Four-Seamer,Ball,Ball,Flyout,90.7,84.1,5.23,10.37,2288.122,0.62,1.49,-27.8,3.8,23.8,60,518792,Jason Heyward,L,4,0,2016015451,5,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,low,Four-Seamer,high
593372,Carlos Martinez,R,1,1,1,3,Four-Seamer,Swinging Strike,Foul Ball,Flyout,89.4,83.3,5.54,9.23,2106.087,-0.24,3.59,-26.2,4.2,23.9,46,518792,Jason Heyward,L,4,0,2016015451,5,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,top center,Four-Seamer,low
593372,Carlos Martinez,R,1,2,1,4,Curveball,"In Play, Out","In Play, No Out",Flyout,73.7,68.5,-6.2,-5.21,1269.201,-0.03,1.26,11.6,13.5,23.8,28,518792,Jason Heyward,L,4,0,2016015451,5,TRUE,FALSE,FALSE,FALSE,201600206,sln,chn,Busch Stadium,low,Four-Seamer,top center
593372,Carlos Martinez,R,0,0,2,1,Knuckle Curve,Swinging Strike,Called Strike,Groundout,80.7,74.6,4.62,-9.72,1835.482,-0.279,1.479,-8.2,13.5,23.8,75,518792,Jason Heyward,L,0,4,2016052023,1,TRUE,FALSE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,low,none,none
593372,Carlos Martinez,R,0,1,2,2,Four-Seamer,Swinging Strike,Swinging Strike,Groundout,91.8,85.2,-1.24,7.25,1474.008,-0.393,4.086,4.9,4.2,23.8,31,518792,Jason Heyward,L,0,4,2016052023,1,TRUE,FALSE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,high,Knuckle Curve,low
593372,Carlos Martinez,R,0,2,2,3,Knuckle Curve,Ball,Ball,Groundout,80.9,74.5,3.84,-10.33,1868.816,0.243,0.83,-6.9,13.8,23.8,34,518792,Jason Heyward,L,0,4,2016052023,1,TRUE,FALSE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,low,Four-Seamer,high
593372,Carlos Martinez,R,1,2,2,4,Knuckle Curve,Ball,Ball,Groundout,80.8,74.3,3.97,-10.01,1823.543,0.139,1.069,-7.2,13.7,23.8,30,518792,Jason Heyward,L,0,4,2016052023,1,TRUE,FALSE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,low,Knuckle Curve,low
593372,Carlos Martinez,R,2,2,2,5,Four-Seamer,"In Play, Out","In Play, Out",Groundout,92.1,85,-3.09,5.16,1200.047,-0.825,2.909,12.3,5.3,23.8,50,518792,Jason Heyward,L,0,4,2016052023,1,TRUE,FALSE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,middle left,Knuckle Curve,low
593372,Carlos Martinez,R,0,0,2,1,Curveball,Swinging Strike,Swinging Strike,Double,73.6,67.7,12.39,-7.16,2217.979,1.041,1.791,-19.7,15,23.8,100,518792,Jason Heyward,L,1,1,2016052037,2,TRUE,TRUE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,right,none,none
593372,Carlos Martinez,R,0,1,2,2,Curveball,Ball,Ball,Double,73.5,68.4,12.16,-7.61,2229.392,1.345,-0.087,-18.9,15.3,23.9,12,518792,Jason Heyward,L,1,1,2016052037,2,TRUE,TRUE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,low and right,Curveball,right
593372,Carlos Martinez,R,1,1,2,3,Cutter,Swinging Strike,Swinging Strike,Double,84.9,78.9,3.64,3.73,962.023,1.345,1.156,-13.6,7.2,23.8,20,518792,Jason Heyward,L,1,1,2016052037,2,TRUE,TRUE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,low and right,Curveball,low and right
593372,Carlos Martinez,R,1,2,2,4,Curveball,Ball,Ball,Double,72.7,67.5,10.16,-8.78,2060.741,0.104,0.012,-15.1,15.7,23.8,15,518792,Jason Heyward,L,1,1,2016052037,2,TRUE,TRUE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,low,Cutter,low and right
593372,Carlos Martinez,R,2,2,2,5,Cutter,Ball,Ball,Double,84.6,78.8,4.71,2.62,989.631,0.993,0.844,-15.4,7.8,23.9,44,518792,Jason Heyward,L,1,1,2016052037,2,TRUE,TRUE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,low,Curveball,low
593372,Carlos Martinez,R,3,2,2,6,Curveball,Swinging Strike,Swinging Strike,Double,74.4,69.2,12.02,-7.67,2265.458,-0.658,1.622,-18.8,14.7,23.8,53,518792,Jason Heyward,L,1,1,2016052037,2,TRUE,TRUE,TRUE,FALSE,201600685,sln,chn,Busch Stadium,bottom left,Cutter,low
593372,Carlos Martinez,R,0,0,0,1,Four-Seamer,Swinging Strike,Called Strike,Strikeout,87.6,81.8,-0.36,6.03,1163.666,0.15,2.471,-0.3,5.4,23.9,41,518792,Jason Heyward,L,2,1,2016052053,4,TRUE,FALSE,FALSE,FALSE,201600685,sln,chn,Busch Stadium,middle center,none,none
593372,Carlos Martinez,R,0,1,0,2,Changeup,"In Play, Out","In Play, No Out",Strikeout,80.7,74.7,-5.51,1.09,974.659,0.683,1.749,11.8,9.1,23.8,54,518792,Jason Heyward,L,2,1,2016052053,4,TRUE,FALSE,FALSE,FALSE,201600685,sln,chn,Busch Stadium,bottom right,Four-Seamer,middle center
593372,Carlos Martinez,R,0,0,0,1,Changeup,Ball,Ball,Grounded Into DP,84.4,77.9,8.57,1.71,1589.739,-0.459,3.703,-22.4,8.3,23.8,73,518792,Jason Heyward,L,1,1,2016130371,2,FALSE,TRUE,TRUE,FALSE,201601710,chn,sln,Wrigley Field,high,none,none
593372,Carlos Martinez,R,1,0,0,2,Sinker,"In Play, Out","In Play, Runs",Grounded Into DP,90.6,83.6,10.04,4.62,2154.707,-0.309,2.25,-33.5,6.8,23.8,37,518792,Jason Heyward,L,1,1,2016130371,2,FALSE,TRUE,TRUE,FALSE,201601710,chn,sln,Wrigley Field,bottom center,Changeup,high
593372,Carlos Martinez,R,0,0,1,1,Four-Seamer,Swinging Strike,Called Strike,Groundout,96.5,89.6,-0.59,9.71,2039.765,-0.106,1.552,0.7,2.9,23.8,55,518792,Jason Heyward,L,1,2,2016130391,5,FALSE,FALSE,FALSE,FALSE,201601710,chn,sln,Wrigley Field,low,none,none
593372,Carlos Martinez,R,0,1,1,2,Four-Seamer,Swinging Strike,Foul Ball,Groundout,97.9,90.7,-0.05,10.97,2327.232,0.295,1.292,-5.4,2.3,23.8,49,518792,Jason Heyward,L,1,2,2016130391,5,FALSE,FALSE,FALSE,FALSE,201601710,chn,sln,Wrigley Field,low,Four-Seamer,low
593372,Carlos Martinez,R,0,2,1,3,Four-Seamer,Ball,Ball,Groundout,95.8,89.6,-0.36,8.63,1823.991,-0.488,4.779,0.3,3,23.9,36,518792,Jason Heyward,L,1,2,2016130391,5,FALSE,FALSE,FALSE,FALSE,201601710,chn,sln,Wrigley Field,high,Four-Seamer,low
593372,Carlos Martinez,R,1,2,1,4,Slider,Swinging Strike,Swinging Strike,Groundout,87.5,82.4,2.76,-0.7,541.423,0.278,1.159,-8.9,8.3,23.9,41,518792,Jason Heyward,L,1,2,2016130391,5,FALSE,FALSE,FALSE,FALSE,201601710,chn,sln,Wrigley Field,low,Four-Seamer,high
593372,Carlos Martinez,R,0,0,0,1,Four-Seamer,"In Play, Out","In Play, Out",Single,95.8,88.7,-1.84,7.15,1529.756,-0.114,1.512,6.7,4.1,23.8,59,518792,Jason Heyward,L,2,1,2016130404,6,FALSE,FALSE,FALSE,FALSE,201601710,chn,sln,Wrigley Field,low,none,none
593372,Carlos Martinez,R,0,0,1,1,Four-Seamer,Swinging Strike,Called Strike,Strikeout,92,84.9,-1.06,8.1,1628.75,0.919,2.758,2.2,4,23.8,66,518792,Jason Heyward,L,0,3,2016165326,2,TRUE,FALSE,FALSE,FALSE,201602168,sln,chn,Busch Stadium,middle right,none,none
593372,Carlos Martinez,R,0,1,1,2,Slider,Swinging Strike,Foul Ball,Strikeout,86.8,80.3,3.05,-1.97,670.789,0.354,1.199,-8.8,9.1,23.8,24,518792,Jason Heyward,L,0,3,2016165326,2,TRUE,FALSE,FALSE,FALSE,201602168,sln,chn,Busch Stadium,low,Four-Seamer,middle right
593372,Carlos Martinez,R,0,2,1,3,Curveball,Ball,Ball,Strikeout,81.9,76,7.61,-2.48,1395.312,1.485,0.269,-17.8,10.8,23.8,10,518792,Jason Heyward,L,0,3,2016165326,2,TRUE,FALSE,FALSE,FALSE,201602168,sln,chn,Busch Stadium,low and right,Slider,low
593372,Carlos Martinez,R,1,2,1,4,Four-Seamer,Ball,Ball,Strikeout,91.8,84.6,-1.61,8.04,1628.186,1.151,2.667,5,4.1,23.8,45,518792,Jason Heyward,L,0,3,2016165326,2,TRUE,FALSE,FALSE,FALSE,201602168,sln,chn,Busch Stadium,right,Curveball,low and right
593372,Carlos Martinez,R,2,2,1,5,Slider,"In Play, Out","In Play, Out",Strikeout,85.3,79.1,4.44,-2.86,963.615,-0.391,1.307,-11,9.7,23.8,44,518792,Jason Heyward,L,0,3,2016165326,2,TRUE,FALSE,FALSE,FALSE,201602168,sln,chn,Busch Stadium,low,Four-Seamer,right
593372,Carlos Martinez,R,0,0,2,1,Four-Seamer,Swinging Strike,Called Strike,Single,93.8,85.3,-7.34,11.06,2647.471,-0.738,2.633,42.6,3.8,23.7,61,518792,Jason Heyward,L,0,2,2016165345,5,TRUE,TRUE,TRUE,TRUE,201602168,sln,chn,Busch Stadium,middle left,none,none
593372,Carlos Martinez,R,0,1,2,2,Changeup,Swinging Strike,Swinging Strike,Single,88,80.2,-8.18,7.69,2098.229,-0.553,1.204,29,5.9,23.7,54,518792,Jason Heyward,L,0,2,2016165345,5,TRUE,TRUE,TRUE,TRUE,201602168,sln,chn,Busch Stadium,low,Four-Seamer,middle left
593372,Carlos Martinez,R,0,2,2,3,Changeup,Ball,Ball,Single,88.7,81.4,-11.71,4.49,2355.047,0.196,-1.051,32.4,7.8,23.8,23,518792,Jason Heyward,L,0,2,2016165345,5,TRUE,TRUE,TRUE,TRUE,201602168,sln,chn,Busch Stadium,low,Changeup,low
593372,Carlos Martinez,R,1,2,2,4,Changeup,Ball,Ball,Single,88.5,81.3,-12.78,3.19,2470.327,-0.343,-0.869,33.2,8.5,23.8,28,518792,Jason Heyward,L,0,2,2016165345,5,TRUE,TRUE,TRUE,TRUE,201602168,sln,chn,Busch Stadium,low,Changeup,low
593372,Carlos Martinez,R,2,2,2,5,Four-Seamer,Swinging Strike,Swinging Strike,Single,93.5,85.8,-4.58,9.51,2123.624,0.295,3.383,23.4,3.5,23.8,45,518792,Jason Heyward,L,0,2,2016165345,5,TRUE,TRUE,TRUE,TRUE,201602168,sln,chn,Busch Stadium,top center,Changeup,low
593372,Carlos Martinez,R,0,0,2,1,Slider,Ball,Ball,Single,75,68.5,-6.99,-5.37,1371.415,-2.166,1.309,15.2,13.6,23.7,65,518792,Jason Heyward,L,0,5,2016165358,6,TRUE,TRUE,FALSE,TRUE,201602168,sln,chn,Busch Stadium,low and left,none,none
593372,Carlos Martinez,R,1,0,2,2,Sinker,Ball,,Single,89.4,81.7,11.77,3.73,2361.389,2.394,3.632,-36.1,7.4,23.7,43,518792,Jason Heyward,L,0,6,2016165358,6,TRUE,FALSE,TRUE,FALSE,201602168,sln,chn,Busch Stadium,high and right,Slider,low and left
593372,Carlos Martinez,R,0,0,0,1,Two-Seamer,Swinging Strike,Called Strike,Single,91.3,82.5,-10.83,7.03,2483.163,-0.937,2.653,39.5,6.3,23.7,67,518792,Jason Heyward,L,0,3,2016177616,2,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,middle left,none,none
593372,Carlos Martinez,R,0,1,0,2,Two-Seamer,Ball,Ball,Single,92.4,83.6,-5.6,10.26,2286.102,-0.483,3.616,30.5,3.8,23.7,44,518792,Jason Heyward,L,0,3,2016177616,2,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,high,Two-Seamer,middle left
593372,Carlos Martinez,R,1,1,0,3,Slider,Ball,Ball,Single,83.1,76.3,-0.49,1.78,333.366,0.773,1.214,-1.2,8.5,23.8,63,518792,Jason Heyward,L,0,3,2016177616,2,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,low,Two-Seamer,high
593372,Carlos Martinez,R,2,1,0,4,Two-Seamer,Ball,Ball,Single,91.1,82.3,-10.62,7.52,2500,-1.669,3.933,42,6.1,23.7,29,518792,Jason Heyward,L,0,3,2016177616,2,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,high and left,Slider,low
593372,Carlos Martinez,R,3,1,0,5,Two-Seamer,Swinging Strike,Called Strike,Single,90.7,82.5,-12,8.23,2797.975,0.361,2.126,43.9,6.2,23.7,42,518792,Jason Heyward,L,0,3,2016177616,2,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,bottom right,Two-Seamer,high and left
593372,Carlos Martinez,R,3,2,0,6,Two-Seamer,Ball,Ball,Single,91,83,-12.66,6.21,2711.656,0.914,0.461,39.7,7.1,23.7,57,518792,Jason Heyward,L,0,3,2016177616,2,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,low,Two-Seamer,bottom right
593372,Carlos Martinez,R,0,0,0,1,Two-Seamer,Ball,Ball,Groundout,91.3,82.9,-11.04,6.6,2476.471,-1.189,1.358,39.2,6.7,23.7,74,518792,Jason Heyward,L,0,0,2016177631,4,FALSE,FALSE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,low and left,none,none
593372,Carlos Martinez,R,1,0,0,2,Two-Seamer,"In Play, Out","In Play, Out",Groundout,91.7,82.6,-9.42,3.11,1897.602,-0.641,1.617,28.1,7.4,23.7,66,518792,Jason Heyward,L,0,0,2016177631,4,FALSE,FALSE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,bottom left,Two-Seamer,low and left
593372,Carlos Martinez,R,0,0,1,1,Sinker,Swinging Strike,Called Strike,Strikeout,88.3,79.2,13.85,1.64,2564.117,-0.047,1.594,-32.5,8.8,23.6,52,518792,Jason Heyward,L,0,11,2016177647,6,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,low,none,none
593372,Carlos Martinez,R,0,1,1,2,Sinker,Ball,Ball,Strikeout,87.8,77.7,15.99,-1.16,2886.712,-1.461,2.391,-31.3,10.1,23.5,29,518792,Jason Heyward,L,0,11,2016177647,6,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,left,Sinker,low
593372,Carlos Martinez,R,1,1,1,3,Curveball,Swinging Strike,Swinging Strike,Strikeout,78.4,70.6,-4.54,-2.78,857.123,-0.763,1.248,12.6,11.7,23.6,35,518792,Jason Heyward,L,0,11,2016177647,6,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,low,Sinker,left
593372,Carlos Martinez,R,1,2,1,4,Sinker,Swinging Strike,Called Strike,Strikeout,88.1,77.4,17.75,0.93,3187.091,-0.644,1.981,-37.1,10,23.5,46,518792,Jason Heyward,L,0,11,2016177647,6,FALSE,TRUE,FALSE,FALSE,201602330,chn,sln,Wrigley Field,bottom left,Curveball,low
593372,Carlos Martinez,R,0,0,1,1,Two-Seamer,Swinging Strike,Foul Ball,Strikeout,98,88.9,-8.036895146,5.128240225,1978.502,0.164068876,1.735799421,33,5.5,23.8,47,518792,Jason Heyward,L,0,0,2017000010,2,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,bottom center,none,none
593372,Carlos Martinez,R,0,1,1,2,Slider,Swinging Strike,Called Strike,Strikeout,86.8,78.2,7.596518592,0.542601609,1394.007,-0.484346401,2.046461432,-20.4,8.7,23.8,49,518792,Jason Heyward,L,0,0,2017000010,2,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,bottom left,Two-Seamer,bottom center
593372,Carlos Martinez,R,0,2,1,3,Changeup,Swinging Strike,Swinging Strike,Strikeout,89.6,81.9,-11.5686179,3.744993127,2312.191,-0.891476844,0.756198583,34.9,7.9,23.8,44,518792,Jason Heyward,L,0,0,2017000010,2,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,low,Slider,bottom left
593372,Carlos Martinez,R,0,0,0,1,Four-Seamer,Ball,Ball,Groundout,91.1,82.2,-3.556793351,7.502161346,1612.53,-0.157066102,4.314613538,16,4.6,23.8,40,518792,Jason Heyward,L,1,0,2017000033,5,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,high,none,none
593372,Carlos Martinez,R,1,0,0,2,Changeup,Swinging Strike,Called Strike,Groundout,83.3,76.5,-9.803940106,4.113254656,1893.402,0.135331758,1.62512779,26.6,8.2,23.8,37,518792,Jason Heyward,L,1,0,2017000033,5,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,bottom center,Four-Seamer,high
593372,Carlos Martinez,R,1,1,0,3,Four-Seamer,Ball,Ball,Groundout,92.4,84.6,-7.865573603,6.197391147,1980.382,1.378197244,1.657475465,29.8,5.7,23.8,40,518792,Jason Heyward,L,1,0,2017000033,5,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,right,Changeup,bottom center
593372,Carlos Martinez,R,2,1,0,4,Four-Seamer,Ball,Ball,Groundout,94.4,85.9,-5.782714712,6.430430713,1751.176,-0.19792663,3.655318529,26.7,4.8,23.8,42,518792,Jason Heyward,L,1,0,2017000033,5,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,high,Four-Seamer,right
593372,Carlos Martinez,R,3,1,0,5,Four-Seamer,"In Play, Out","In Play, Out",Groundout,94.3,86.5,-6.552672266,5.565898505,1741.546,0.298113814,2.518994662,27,5.3,23.8,34,518792,Jason Heyward,L,1,0,2017000033,5,TRUE,FALSE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,middle center,Four-Seamer,high
593372,Carlos Martinez,R,0,0,2,1,Two-Seamer,Ball,Ball,Pop Out,96.7,88.2,-7.031018382,4.494734316,1712.275,0.861452074,1.31852621,26.6,5.7,23.8,76,518792,Jason Heyward,L,1,0,2017000051,7,TRUE,TRUE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,low,none,none
593372,Carlos Martinez,R,1,0,2,2,Changeup,Ball,Ball,Pop Out,86.7,79.3,-9.694625765,2.872430145,1876.675,-0.976051389,2.103280366,28.3,8,23.8,56,518792,Jason Heyward,L,1,0,2017000051,7,TRUE,TRUE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,bottom left,Two-Seamer,low
593372,Carlos Martinez,R,2,0,2,3,Changeup,Swinging Strike,Called Strike,Pop Out,87.5,80.2,-9.741226585,0.751834375,1840.419,0.337692725,3.00555358,25.9,8.4,23.8,30,518792,Jason Heyward,L,1,0,2017000051,7,TRUE,TRUE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,top right,Changeup,bottom left
593372,Carlos Martinez,R,2,1,2,4,Four-Seamer,"In Play, Out","In Play, Out",Pop Out,95.5,85.5,-6.597526261,9.114267089,2255.129,-0.375522695,3.782740067,37.7,4.1,23.7,49,518792,Jason Heyward,L,1,0,2017000051,7,TRUE,TRUE,FALSE,FALSE,201700001,sln,chn,Busch Stadium,high,Changeup,top right
593372,Carlos Martinez,R,0,0,0,1,Sinker,Ball,Ball,Groundout,87.5,80.1,-8.525168326,4.380525285,1782.205,-0.327052903,1.469201097,25.4,7.3,23.8,60,518792,Jason Heyward,L,0,0,2017109952,1,FALSE,FALSE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,low,none,none
593372,Carlos Martinez,R,1,0,0,2,Sinker,Swinging Strike,Called Strike,Groundout,89.3,82,-9.056611495,2.44292868,1786.548,-0.197976546,1.468824687,25.5,7.7,23.8,48,518792,Jason Heyward,L,0,0,2017109952,1,FALSE,FALSE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,low,Sinker,low
593372,Carlos Martinez,R,1,1,0,3,Knuckle Curve,Ball,Ball,Groundout,77.6,71,7.376571539,-3.720844106,1343.837,2.116860397,1.582303737,-15.7,12.4,23.8,41,518792,Jason Heyward,L,0,0,2017109952,1,FALSE,FALSE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,low and right,Sinker,low
593372,Carlos Martinez,R,2,1,0,4,Sinker,"In Play, Out","In Play, No Out",Groundout,90.3,83.3,-6.307503055,2.609033588,1326.763,-0.224801337,2.415726683,19.2,6.9,23.9,28,518792,Jason Heyward,L,0,0,2017109952,1,FALSE,FALSE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,middle center,Knuckle Curve,low and right
593372,Carlos Martinez,R,0,0,0,1,Sinker,Ball,Ball,Flyout,91,83.3,-5.468397699,4.551442187,1380.705,-1.435419457,2.146080434,19.5,6.1,23.8,35,518792,Jason Heyward,L,1,4,2017109965,2,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,left,none,none
593372,Carlos Martinez,R,1,0,0,2,Cutter,Swinging Strike,Called Strike,Flyout,84.4,77.5,-3.560786662,2.262514194,760.564,-1.023925247,2.262387016,9.3,7.9,23.8,43,518792,Jason Heyward,L,1,4,2017109965,2,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,left,Sinker,left
593372,Carlos Martinez,R,1,1,0,3,Sinker,Ball,Ball,Flyout,92.1,83.8,-7.343739652,6.891076758,1975.81,-2.227414878,4.327558757,32.5,5.3,23.8,10,518792,Jason Heyward,L,1,4,2017109965,2,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,high and left,Cutter,left
593372,Carlos Martinez,R,2,1,0,4,Cutter,Swinging Strike,Foul Ball,Flyout,86.3,79.8,-0.328549691,3.647356713,680.683,0.398000549,2.354922734,-1.4,6.8,23.9,28,518792,Jason Heyward,L,1,4,2017109965,2,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,middle right,Sinker,high and left
593372,Carlos Martinez,R,2,2,0,5,Knuckle Curve,Swinging Strike,Swinging Strike,Flyout,80.1,73.7,9.081920633,-2.093791694,1594.462,-0.855985962,3.097757717,-19.7,11,23.8,70,518792,Jason Heyward,L,1,4,2017109965,2,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,top left,Cutter,middle right
593372,Carlos Martinez,R,0,0,1,1,Knuckle Curve,"In Play, Out","In Play, Out",Single,77.5,71.5,7.398620154,-6.109104704,1587.257,-0.654549663,2.890381913,-13.6,12.9,23.9,78,518792,Jason Heyward,L,2,5,2017109985,5,FALSE,TRUE,FALSE,TRUE,201701436,chn,sln,Wrigley Field,middle left,none,none
593372,Carlos Martinez,R,0,0,1,1,Sinker,Swinging Strike,Foul Ball,Groundout,90.8,83.2,-7.236150084,5.135947359,1723.598,-0.173398342,2.462715949,25.3,6.1,23.8,39,518792,Jason Heyward,L,2,6,2017109998,6,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,middle center,none,none
593372,Carlos Martinez,R,0,1,1,2,Knuckle Curve,Ball,Ball,Groundout,78.2,71.2,6.281510756,-6.937787205,1537.873,-1.589294154,2.380521413,-11.3,13.1,23.8,26,518792,Jason Heyward,L,2,6,2017109998,6,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,left,Sinker,middle center
593372,Carlos Martinez,R,1,1,1,3,Four-Seamer,Swinging Strike,Called Strike,Groundout,89.7,82.3,-6.044069936,8.101897485,1942.886,0.688158318,3.03039016,24.6,4.9,23.8,54,518792,Jason Heyward,L,2,6,2017109998,6,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,top right,Knuckle Curve,left
593372,Carlos Martinez,R,1,2,1,4,Four-Seamer,Ball,Ball,Groundout,90.3,82.8,-6.13781138,7.23294223,1836.697,-0.20012327,3.537329144,25.1,5.1,23.8,45,518792,Jason Heyward,L,2,6,2017109998,6,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,top center,Four-Seamer,top right
593372,Carlos Martinez,R,2,2,1,5,Four-Seamer,Swinging Strike,Swinging Strike,Groundout,89.9,82.6,-6.076555662,7.638099424,1883.426,1.083031198,2.651652595,23.6,5,23.8,51,518792,Jason Heyward,L,2,6,2017109998,6,FALSE,TRUE,FALSE,FALSE,201701436,chn,sln,Wrigley Field,right,Four-Seamer,top center
593372,Carlos Martinez,R,0,0,0,1,Two-Seamer,Swinging Strike,Called Strike,Groundout,94.6,87.1,8.141076233,9.401149818,2550.283,-0.215242192,3.307796685,-43.5,4.2,23.9,55,518792,Jason Heyward,L,1,4,2017169056,3,FALSE,FALSE,FALSE,FALSE,201702208,chn,sln,Wrigley Field,top center,none,none
593372,Carlos Martinez,R,0,1,0,2,Two-Seamer,Ball,Ball,Groundout,94.9,87.5,7.631382636,7.838863092,2260.553,0.277587841,4.680347679,-38.7,4.4,23.9,36,518792,Jason Heyward,L,1,4,2017169056,3,FALSE,FALSE,FALSE,FALSE,201702208,chn,sln,Wrigley Field,high,Two-Seamer,top center
